serial,title,abstract
36,Genome-wide association study of REM sleep behavior disorder identifies polygenic risk and brain expression effects,"Rapid-eye movement (REM) sleep behavior disorder (RBD), enactment of dreams during REM sleep, is an early clinical symptom of alpha-synucleinopathies and defines a more severe subtype. The genetic background of RBD and its underlying mechanisms are not well understood. Here, we perform a genome-wide association study of RBD, identifying five RBD risk loci near SNCA, GBA, TMEM175, INPP5F, and SCARB2. Expression analyses highlight SNCA-AS1 and potentially SCARB2 differential expression in different brain regions in RBD, with SNCA-AS1 further supported by colocalization analyses. Polygenic risk score, pathway analysis, and genetic correlations provide further insights into RBD genetics, highlighting RBD as a unique alpha-synucleinopathy subpopulation that will allow future early intervention. REM-sleep behavior disorder often precedes Parkinson’s disease or dementia. Here, the authors perform a genome-wide association study for REM-sleep behavior disorder, and discover how it potentially affects gene expression in the brain."
37,Configurations of mother-child and father-child attachment as predictors of internalizing and externalizing behavioral problems: An individual participant data (IPD) meta-analysis.,"An unsettled question in attachment theory and research is the extent to which children's attachment patterns with mothers and fathers jointly predict developmental outcomes. In this study, we used individual participant data (IPD) meta-analysis to assess whether early attachment networks with mothers and fathers are associated with children's internalizing and externalizing behavioral problems. Following a pre-registered protocol, data from 9 studies and 1,097 children (mean age: 28.67 months) with attachment classifications to both mothers and fathers were included in analyses. We used a linear mixed effects analysis to assess differences in children's internalizing and externalizing behavioral problems as assessed via the average of both maternal and paternal reports based on whether children had two, one, or no insecure (or disorganized) attachments. Results indicated that children with an insecure attachment relationship with one or both parents were at higher risk for elevated internalizing behavioral problems compared with children who were securely attached to both parents. Children whose attachment relationships with both parents were classified as disorganized had more externalizing behavioral problems compared to children with either one or no disorganized attachment relationship with their parents. Across attachment classification networks and behavioral problems, findings suggest (a) an increased vulnerability to behavioral problems when children have insecure or disorganized attachment to both parents, and (b) that mother-child and father-child attachment relationships may not differ in the roles they play in children's development of internalizing and externalizing behavioral problems."
38,Interim Analysis of the OBOE (Ocrelizumab Biomarker Outcome Evaluation) Study in Multiple Sclerosis (MS) (S24.002),"Objective: To provide interim analysis of the ocrelizumab cerebrospinal fluid (CSF) and blood biomarker study (OBOE, NCT02688985) in multiple sclerosis (MS). Background: CSF biomarkers, including neurofilament light chain (NfL) and lymphocyte numbers, are potential indicators of central nervous system status and may improve understanding of MS disease pathways and therapeutic mechanisms of action. Design/Methods Patients with relapsing (RMS) or primary progressive MS receive ocrelizumab 600 mg every 24 weeks. CSF is obtained by lumbar puncture (LP) before and at 12, 24, or 52 weeks after ocrelizumab treatment; an RMS control arm receives 2 LPs 12 weeks apart before starting ocrelizumab. Biomarkers are reported in RMS patients with pre-ocrelizumab and 12-week (Arm 1) and 24-week (Arm 2) post-ocrelizumab CSF available for interim analysis as of a June 1, 2017 clinical cutoff date (n=40). Safety data for all enrolled patients as of the cutoff is presented (n=82). Results: CSF samples from Weeks 12 and 24 post-ocrelizumab treatment exhibited reductions in median concentration of NfL (−24%, −47%); median number of CD19+ B cells (−86%, −82%) and median number of CD3+ T cells (−60%, −67%). Ocrelizumab was generally well tolerated, consistent with safety in the Phase 3 studies. Infusion-related reactions (44%) and 1 serious adverse event (seizure) were reported. No serious infections, malignancies or deaths were reported. Conclusions: NfL decreased at 12 weeks, appeared to decrease further at 24 weeks, and correlated with CSF B and T cell numbers, suggesting continued reduction in axonal injury with ocrelizumab treatment, and that levels of CSF inflammatory cells may predict neuronal injury. A single dose of ocrelizumab reduced but did not completely deplete CSF B cells while also reducing CSF T cells, indicating B cells may function in T-cell antigen presentation, recruitment and/or maintenance in the CSF. The trial is continuing, with final results expected in early 2019. Study Supported by: Sponsored by Genentech, Inc. Disclosure: Dr. Bar-Or has nothing to disclose. Dr. Gelfand has received personal compensation for consulting, serving on a scientific advisory board, speaking, or other activities with . Dr. Fiore has received personal compensation for consulting, serving on a scientific advisory board, speaking, or other activities with Genentech. Dr. Harp has received personal compensation for consulting, serving on a scientific advisory board, speaking, or other activities with Genentech. Dr. Zheng has received personal compensation for consulting, serving on a scientific advisory board, speaking, or other activities with Compensation from Genentech and stock in F. Hoffmann-La Roche Ltd as Genentech employee. Dr. Herman has received personal compensation for consulting, serving on a scientific advisory board, speaking, or other activities with Genentech. Dr. Musch has received personal compensation for consulting, serving on a scientific advisory board, speaking, or other activities with Genentech. Dr. Cross has received personal compensation for activities with AbbVie, BAYER, Biogen, EMD Serono, Genentech/Roche, Genzyme/Sanofi, Novartis, and Teva. Dr. Cross has received research support for Genentech/ Roche."
39,The DESI Experiment Part II: Instrument Design,"DESI (Dark Energy Spectropic Instrument) is a Stage IV ground-based dark energy experiment that will study baryon acoustic oscillations and the growth of structure through redshift-space distortions with a wide-area galaxy and quasar redshift survey. The DESI instrument is a robotically-actuated, fiber-fed spectrograph capable of taking up to 5,000 simultaneous spectra over a wavelength range from 360 nm to 980 nm. The fibers feed ten three-arm spectrographs with resolution $R= \lambda/\Delta\lambda$ between 2000 and 5500, depending on wavelength. The DESI instrument will be used to conduct a five-year survey designed to cover 14,000 deg$^2$. This powerful instrument will be installed at prime focus on the 4-m Mayall telescope in Kitt Peak, Arizona, along with a new optical corrector, which will provide a three-degree diameter field of view. The DESI collaboration will also deliver a spectroscopic pipeline and data management system to reduce and archive all data for eventual public use."
40,Suitable site selection by using full consistency method (FUCOM): a case study for maize cultivation in northwest Turkey,"The agricultural land evaluation procedure is a valuable guide for growing plants where they are best suitable, and it has a critical role in actualizing sustainable plans for providing food security for the growing population. In agricultural land suitability analysis, different multi-criteria decision-making methods are applied. The main objective of this study is to introduce the potential usage of a new multi-criteria decision-making method the Full Consistency Method (FUCOM) in agricultural land suitability analysis. The study was carried out in the northern part of the Karamenderes plain in NW Turkey. Nine land characteristics (soil texture, soil depth, organic matter content, electrical conductivity, pH, slope, drainage, CaCO3%, and cation exchange capacity) were used for the land evaluation study. The weighting values of the land characteristics were calculated by the FUCOM. According to the results, 223 ha (6.26%) were highly suitable, 2650 ha (74.40%) were moderately suitable, 508 ha (14.26%) were marginally suitable, and 181 ha (5.08%) were not suitable for maize cultivation. The weighted values of the parameters were also tested with Analytic Hierarchy Process (AHP) and the Best-Worst Method (BWM). There is a general compatibility between the methodologies. The data obtained from these methods showed that analysis consists of a very positive relationship with each other. The comparisons of these methodologies showed that FUCOM’s prioritization order simplicity in parameter weighting and ability to reduce the processing intensity would provide a significant contribution and advantage to the land evaluation experts and planners. It is recommended that the Full Consistent Method could be reliably used in agricultural land suitability analysis."
41,Medical cannabis and stigma: A qualitative study with patients living with chronic pain.,"AIMS AND OBJECTIVES
To explore the ways in which stigma is experienced, and what strategies are used to manage stigma among patients using medical cannabis to ease suffering from chronic pain.


BACKGROUND
Various jurisdictions have legalised medical cannabis in recent decades. Despite increasing prevalence and more liberal attitudes towards medical cannabis, it is possible that patients who use medical cannabis experience stigma.


DESIGN
A phenomenological qualitative study.


METHODS
Fifteen patients living with chronic pain and licensed by the Israeli Ministry of Health to use medical cannabis to treat pain symptoms for at least 1 year participated in semi-structured interviews. Transcribed data were analysed using thematic analysis to identify themes related to stigma. The manuscript is in correspondence to SRQR EQUATOR checklist.


RESULTS
Expressions of stigma were more related to 'felt' than 'enacted' stigma. Stigma related to decisions to delay onset of medical cannabis treatment and the ways in which participants managed medical cannabis use during their everyday lives. Participants dissociated themselves from recreational cannabis users, by presenting themselves as responsible normative individuals and engaging in a form of normalisation known as 'normification', emphasising their own discrete and controlled medical cannabis use and cannabis' benefits.


CONCLUSIONS
Patients experienced 'felt' stigma which had consequences for their self-presentations and medical cannabis use. This suggests that medical cannabis is not normalised in Israel and interventions may be needed to handle stigma related to medical cannabis.


RELEVANCE TO CLINICAL PRACTICE
The findings emphasise the effects of 'felt' stigma on patients. Aiming to increase the effectiveness of medical cannabis treatment and reducing harms, we suggest that particular focus should be placed on managing stigma at the intrapersonal level. In addition, there may be a need to address stigma at the societal level including social interactions with friends, family and medical personnel."
42,Long-term analysis of infections and associated risk factors in patients with multiple sclerosis treated with ocrelizumab: pooled analysis of 13 interventional clinical trials,"Background: Patients with multiple sclerosis (PwMS) have an increased risk of infections. Objectives: To characterize incidence, clinical characteristics, outcomes and risk factors of infections, and serious infections (SIs) in ocrelizumab (OCR)-treated PwMS. Design: Post-hoc analysis of pooled data from 6155 patients in 13 clinical trials. Methods: Descriptive analyses of clinical characteristics and outcomes were reported over ⩽14 years. A Poisson Generalized Estimating Equation model was constructed to examine risk factors in a subgroup of patients with longer exposure to OCR (n = 2092). Results: Over a median (max) treatment period of 3.7 (13.9) years, 420/6155 patients (6.8%) experienced 583 SIs, excluding coronavirus disease 2019. Incidence rates in relapsing multiple sclerosis (RMS; 1.50 per 100 patient years [95% confidence interval (CI): 1.34–1.68]) and progressive multiple sclerosis (PMS; 3.70 [95% CI: 3.27–4.17]) remained stable over this period. Lower respiratory tract, urinary tract, abdominal and gastrointestinal, and skin infections were the most commonly reported SIs. Most SIs (~90%) resolved, and treatment with OCR was continued in >80% of cases. The presence of 1 or ⩾2 comorbidities (rate ratio = 1.66, 2.73, respectively), recent relapse activity (2.06), and Expanded Disability Status Scale (EDSS) score ⩾6.0 (2.02) were significant risk factors for SIs in patients with RMS treated over a median (max) period of 8.3 (11.2) years. In patients with primary PMS treated over a median (max) period of 7.1 (11.8) years, an EDSS score ⩾6.0 was associated with the greatest risk of SIs, a 4-fold increase (rate ratio, 4.31), followed by abnormal immunoglobulin (Ig)M levels (1.89), the presence of ⩾2 comorbidities (1.80), and having overweight/obesity (1.46). Time on OCR and abnormal IgG levels were not significantly associated with an increased SI risk. Conclusion: Continuous long-term treatment with OCR is associated with a manageable infection risk profile. Optimal disease control and addressing modifiable risk factors may reduce the risk of infections. Plain language summary Is continued treatment with ocrelizumab associated with a higher risk of infections and serious infections in patients with multiple sclerosis? Patients with multiple sclerosis (PwMS) are at an increased risk of infections compared with the general population. Infections are also among the most frequently reported side effect in PwMS treated with ocrelizumab. Initial analyses have shown that serious infection (SI) rates in PwMS treated with ocrelizumab were stable over 6 years, but there is concern that this rate may increase with continued treatment. This study aimed to describe infections and SIs in PwMS treated with ocrelizumab and look into factors that increase patients’ susceptibility to infections. We analyzed the largest population of PwMS ever treated with ocrelizumab, including 6155 patients from 13 clinical trials. Some of these patients received ocrelizumab for as long as 14 years. Approximately 7 out of every 100 patients experienced SIs, excluding COVID-19 infections, with no increase in yearly rates of SIs over time. Pneumonia and urinary tract infections were the most common SIs. Almost all patients recovered from their infections (>9 out of 10 cases), and continued treatment with ocrelizumab (>8 out of 10 cases). When looking at factors that made PwMS more prone to SIs, we found that patients with relapsing MS had an increased risk if they had experienced recent MS relapses, severe walking difficulties, or other health conditions like diabetes and bladder problems. Patients with primary progressive MS (PPMS) with severe walking difficulties were four times more likely to have SIs. Having other health conditions like heart or bladder problems, low levels of immunoglobulin M, or excess weight also increased the risk of SIs in patients with PPMS. In conclusion, continued treatment with ocrelizumab did not increase the risk of SIs, and most of those infections resolved without stopping ocrelizumab treatment. Addressing certain health conditions and achieving a good control of the MS disease may help to reduce the risk of SIs."
43,Determinants associated with high-risk fertility behaviours among reproductive aged women in Bangladesh: a cross-sectional study,"Background We aimed to determine the factors that increase the risk of HRFB in Bangladeshi women of reproductive age 15–49 years. Methods The study utilised the latest Bangladesh Demographic and Health Survey (BDHS) 2017–18 dataset. The Pearson's chi-square test was performed to determine the relationships between the outcome and the independent variables, while multivariate logistic regression analysis was used to identify the potential determinants associated with HRFB. Results Overall 67.7% women had HRFB among them 45.6% were at single risk and 22.1% were at multiple high-risks. Women’s age (35–49 years: AOR = 6.42 95% CI 3.95–10.42), who were Muslims(AOR = 5.52, 95% CI 2.25–13.52), having normal childbirth (AOR = 1.47, 95% CI 1.22–1.69), having unwanted pregnancy (AOR = 10.79, 95% CI 5.67–18.64) and not using any contraceptive methods  (AOR = 1.37, 95% CI 1.24–1.81) were significantly associated with increasing risk of having HRFB. Alternatively, women and their partners’ higher education were associated with reducing HRFB. Conclusion A significant proportion of Bangladeshi women had high-risk fertility behaviour which is quite alarming. Therefore, the public health policy makers in Bangladesh should emphasis on this issue and design appropriate interventions to reduce the maternal HRFB. High rates of maternal high-risk fertility behaviour (HRFB) have a variety of unfavourable repercussions for both the mother and the child. However, because there have been few studies on this topic to date, we set out to identify the determinants that enhance the risk of HRFB in Bangladeshi women between the ages of 15 and 49. Using latest demographic and health survey (BDHS) data we have found that 67.7% of women had HRFB, with 45.6% having a single high-risk factor and 22.1% having multiple high-risk factors. This high prevalence rate demonstrates that HRFB are all too common in Bangladesh, potentially endangering the health of the country's women. We found that women practicing Islam as core religion, age above 35 years, having normal childbirth, having above 3 children, having unwanted pregnancies and not using birth control methods were at increased risk of having HRFB. As a result of the study's findings, interventions are urgently needed to prevent high-risk fertility behaviour among Bangladeshi women aged 15 to 49 years."
44,"Metadata analysis to explore hub of the hub-genes highlighting their functions, pathways and regulators for cervical cancer diagnosis and therapies","Cervical cancer (CC) is considered as the fourth most common women cancer globally.that shows malignant features of local infiltration and invasion into adjacent organs and tissues. There are several individual studies in the literature that explored CC-causing hub-genes (HubGs), however, we observed that their results are not so consistent. Therefore, the main objective of this study was to explore hub of the HubGs (hHubGs) that might be more representative CC-causing HubGs compare to the single study based HubGs. We reviewed 52 published articles and found 255 HubGs/studied-genes in total. Among them, we selected 10 HubGs (CDK1, CDK2, CHEK1, MKI67, TOP2A, BRCA1, PLK1, CCNA2, CCNB1, TYMS) as the hHubGs by the protein–protein interaction (PPI) network analysis. Then, we validated their differential expression patterns between CC and control samples through the GPEA database. The enrichment analysis of HubGs revealed some crucial CC-causing biological processes (BPs), molecular functions (MFs) and cellular components (CCs) by involving hHubGs. The gene regulatory network (GRN) analysis identified four TFs proteins and three miRNAs as the key transcriptional and post-transcriptional regulators of hHubGs. Then, we identified hHubGs-guided top-ranked FDA-approved 10 candidate drugs and validated them against the state-of-the-arts independent receptors by molecular docking analysis. Finally, we investigated the binding stability of the top-ranked three candidate drugs (Docetaxel, Temsirolimus, Paclitaxel) by using 100 ns MD-based MM-PBSA simulations and observed their stable performance. Therefore the finding of this study might be the useful resources for CC diagnosis and therapies."
45,Long-term efficacy and safety of siponimod in patients with secondary progressive multiple sclerosis: Analysis of EXPAND core and extension data up to >5 years,"Background: Siponimod significantly reduced the risk of confirmed disability progression (CDP), worsening in cognitive processing speed (CPS), relapses, and magnetic resonance imaging (MRI) measures of brain atrophy and inflammation versus placebo in secondary progressive multiple sclerosis (SPMS) patients in the Phase 3 EXPAND study. Objective: The aim of this study was to assess long-term efficacy and safety of siponimod 2 mg/day from the EXPAND study including the extension part, up to > 5 years. Methods: In the open-label extension part, participants receiving placebo during the core part were switched to siponimod (placebo-siponimod group) and those on siponimod continued the same treatment (continuous siponimod group). Results: Continuous siponimod reduced the risk of 6-month CDP by 22% (hazard ratio (HR) (95% confidence interval (CI)): 0.78 (0.66–0.92) p = 0.0026) and 6-month confirmed worsening in CPS by 23% (HR (95% CI): 0.77 (0.65–0.92) p = 0.0047) versus the placebo-siponimod group. Sustained efficacy on annualized relapse rate, total and regional brain atrophy, and inflammatory disease activity was also observed. No new, unexpected safety signals for siponimod were identified over the long term. Conclusion: The sustained efficacy and consistent long-term safety profile of siponimod up to > 5 years support its clinical utility for long-term treatment of SPMS. Benefits in the continuous siponimod versus placebo-siponimod group highlight the significance of earlier treatment initiation. Trial registration number: NCT01665144"
46,Association of interleukin-2 and interleukin-10 with the pathophysiology and development of generalized anxiety disorder: a case-control study,"Generalized anxiety disorder (GAD) is a devastating mental health condition characterized by constant, uncontrolled worrying. Recent hypotheses indicate that pro-inflammatory cytokines and chemokines are potential contributors to the pathogenesis of GAD. Here, we aimed to assess the role of interleukin-2 (IL-2) and interleukin-10 (IL-10) in the pathophysiology and development of GAD. This study recruited 50 GAD patients diagnosed according to the DSM-5 criteria and 38 age-sex-matched healthy controls (HCs). A qualified psychiatrist evaluated all study subjects. The socio-demographic and clinical characteristics of the study population were determined using pre-structured questionnaires or interviews, and cytokine serum levels were estimated using commercially available ELISA kits. We observed reduced serum IL-10 levels in GAD patients compared to HCs (33.69 ± 1.37 pg/ml vs. 44.12 ± 3.16 pg/ml). Also, we observed a significant negative correlation between altered IL-10 levels and GAD-7 scores (r=-0.315, p = 0.039). Moreover, IL-10 serum measurement exhibited good predictive value in receiver operating characteristics (ROC) analysis with an area under the curve (AUC) value of 0.793 (p < 0.001) with 80.65% sensitivity and 62.79% specificity at a cutoff value of 33.93 pg/ml. Conversely, we noticed elevated serum IL-2 levels in GAD patients than in HCs (14.81 ± 2.88 pg/ml vs. 8.08 ± 1.1 pg/ml); however, it failed to maintain any significant association with GAD-7 scores, implying that IL-2 might not be involved in GAD pathogenesis. The lower AUC value (0.640; p > 0.05) exhibited by IL-2 serum measurement in ROC analysis further supported that IL-2 might not be associated with GAD. This study provides new insights into the complex interplay between anti-inflammatory cytokines and GAD pathogenesis. Based on the present findings, we can assume that IL-10 but not IL-2 may be associated with the pathophysiology and development of GAD. However, further research with a larger population size and longitudinal design is required to confirm the potential diagnostic efficacy of IL-10."
47,Neonatal care and developmental outcomes following preterm birth: A systematic review and meta-analysis.,"Major amendments in neonatal care have been introduced in recent decades. It is important to understand whether these amendments improved the cognitive sequelae of preterm children. Through a large-scale meta-analysis, we explored the association between prematurity-related complications, neonatal care quality, and cognitive development from birth until 7 years. MEDLINE, APA PsycInfo, and EBSCO were searched. Peer-reviewed studies published between 1970 and 2022 using standardized tests were included. We evaluated differences between preterm and full-term children in focal developmental domains using random-effects meta-analyses. We analyzed data from 161 studies involving 39,799 children. Preterm birth was associated with inferior outcomes in global cognitive development (standardized mean difference = -0.57, 95% CI [-0.63, -0.52]), as well as in language/communication, visuospatial, and motor performance, reflecting mean decreases of approximately 7.3 to 9.3 developmental/intelligence quotients. Extreme prematurity, neonatal pulmonary morbidities, and older assessment age in very-to-extreme preterm cohorts were associated with worse outcomes. Contemporary neonatal medical and developmental care were associated with transient improvements in global cognitive development, evident until 2 to 3 years of age but not after. Blinding of examiners to participants' gestational background was associated with poorer outcomes in preterm cohorts, suggesting the possibility of a ""compassion bias."" The results suggest that preterm birth remains associated with poorer cognitive development in early childhood, especially following pulmonary diseases and very-to-extreme preterm delivery. Importantly, deficits become more pervasive with age, but only after births before 32 gestational weeks and not in moderate-to-late preterm cohorts. Care advancements show promising signs of promoting resiliency in the early years but need further refinements throughout childhood. (PsycInfo Database Record (c) 2024 APA, all rights reserved)."
48,Patient perspectives on the role of orthopedic nurse practitioners: a cross-sectional study,"The inclusion of nurse practitioners (NPs) specializing in orthopedics shows potential for improving the quality of care for orthopedic patients. A critical aspect of assessing the feasibility and acceptance of introducing NPs into orthopedic settings involves understanding patients’ perspectives on this role. This study aims to explore the receptiveness of orthopedic patients to treatment by orthopedic Nurse Practitioners (NPs). Additionally, it investigates potential associations between patients’ willingness to engage with NPs, their familiarity with the NPs role, perceptions of nursing, and satisfaction with orthopedic nursing care. This cross-sectional study involved patients admitted to an orthopedic department in a central Israeli hospital between January and February 2023. Data was collected using a questionnaire consisting of five sections, validated by content experts. Statistical analyses, performed using SPSS, included descriptive statistics, independent samples t-tests, Pearson correlations, and linear regression. Orthopedic patient participants demonstrated a moderate willingness to undergo treatment by orthopedic NPs, with over two-thirds expressing strong openness. Patients displayed a high willingness for NPs to engage in various clinical tasks, albeit showing lesser enthusiasm for medication management and preoperative evaluation. Positive attitudes towards nurses and familiarity with the NP’s role emerged as significant predictors of patient receptiveness to NPs’ treatment. Patient acceptance of orthopedic NPs varies across different aspects of care. While there is overall willingness to receive care from NPs, these nuanced preferences should be considered when implementing NPs in orthopedic settings. Awareness and positive perceptions play crucial roles in shaping patients’ willingness to receive care from these NPs. The research doesn’t report the results of a health care intervention."
49,Remote versus face-to-face fall risk assessment in home dwelling older adults: a reliability study,"ABSTRACT Background Falls are a leading cause of severe injury and death in older adults. Remote screening of fall risk may prevent falls and hence, advance health and wellness of older adults. While remote health care is becoming a common practice, we question if remote evaluation of fall risk is as reliable as face-to-face (FTF). Objective To assess the inter-tester reliability of synchronized remote and FTF fall risk assessment. Methods This inter-format, inter-rater reliability study included 48 home dwelling older adults aged 65 and over. Five valid functional and balance tests were conducted: 30 Second Sit-to-Stand (STS), MiniBESTest, Timed up and go (TUG), 4-Meter Walk (4MWT), and Berg Balance Scale (BBS). Instructions were provided via videoconferencing, and two physiotherapists scored performance simultaneously, one remotely, and one in the room. Inter-rater reliability between remote and FTF scores was analyzed using intraclass correlation coefficient (ICC2,1), standard error of measurement (SEM), minimal detectable change (MDC95) and Bland and Altman analysis. Results Excellent ICCs were found for STS, MiniBESTest, TUG, and BBS (0.90–0.99), and moderate for 4MWT (0.74). SEM and MDC95 values were STS (0.37,1.03 repetitions), MiniBESTest (1.43,3.97 scores), TUG (1.22,3.37 seconds), 4MWT (0.17,0.47 m/second), and BBS (1.79,4.95 scores). The Bland and Altman analysis showed excellent agreement between remote and FTF assessments of the STS. All other tests showed low to moderate agreement. Mean difference ± SD and 95%LOA were as follows: STS (−0.11 ± 0.52), (−1.13,0.91) repetitions, MiniBESTest (0.45 ± 1.98), (−3.43,4.32) scores, TUG (−0.35 ± 1.54), (−3.37,2.67) seconds, 4MWT (−0.08 ± 0.22), (−0.35,0.51) meter/second, and BBS (0.04 ± 2.53), (−4.93,5.01) scores. Conclusions The findings support the responsible integration of remote fall risk assessment in clinical practice, enabling large-scale screenings and referrals for early intervention to promote healthy aging and fall prevention."
50,A multi-institutional prospective observational study to evaluate fascia iliaca compartment block (FICB) for preventing delirium in adults with hip fracture,"Objectives Until recently, systemic opioids have been standard care for acute pain management of geriatric hip fracture; however, opioids increase risk for delirium. Fascia Iliaca compartment blocks (FICB) may be favored to systemic analgesia for reducing delirium, but this has not been well demonstrated. We evaluated the efficacy of adjunctive FICB versus systemic analgesia on delirium incidence, opioid consumption, and pain scores. Methods This prospective, observational cohort study was performed in patients (55–90 years) with traumatic hip fracture admitted to five trauma centers within 12 hours of injury, enrolled between January 2019 and November 2020. The primary end point was development of delirium, defined by the Confusion Assessment Method tool, from arrival through 48 hours postoperatively, and analyzed with multivariate Firth logistic regression. Secondary end points were analyzed with analysis of covariance models and included preoperative and postoperative oral morphine equivalents and pain numeric rating scale scores. Results There were 517 patients enrolled, 381 (74%) received FICB and 136 (26%) did not. Delirium incidence was 5.4% (n=28) and was similar for patients receiving FICB versus no FICB (FICB, 5.8% and no FICB, 4.4%; adjusted OR: 1.2 (95% CI 0.5 to 3.0), p=0.65). Opioid requirements were similar for patients receiving FICB and no FICB, preoperatively (p=0.75) and postoperatively (p=0.51). Pain scores were significantly lower with FICB than no FICB, preoperatively (4.2 vs 5.1, p=0.002) and postoperatively (2.9 vs 3.5, p=0.04). Conclusions FICB demonstrated significant benefit on self-reported pain but without a concomitant reduction in opioid consumption. Regarding delirium incidence, these findings suggest clinical equipoise and the need for a randomized trial. Level of evidence II—prospective, therapeutic."
51,Investigation of Autosomal Genetic Sex Differences in Parkinson's Disease,"Parkinson's disease (PD) is a complex neurodegenerative disorder. Men are on average ~ 1.5 times more likely to develop PD compared to women with European ancestry. Over the years, genomewide association studies (GWAS) have identified numerous genetic risk factors for PD, however, it is unclear whether genetics contribute to disease etiology in a sex‐specific manner."
52,First Measurement of Charged Current Muon Neutrino-Induced $K^+$ Production on Argon using the MicroBooNE Detector,"The MicroBooNE experiment is an 85 tonne active mass liquid argon time projection chamber neutrino detector exposed to the on-axis Booster Neutrino Beam (BNB) at Fermilab. One of MicroBooNE's physics goals is the precise measurement of neutrino interactions on argon in the 1 GeV energy regime. Building on the capabilities of the MicroBooNE detector, this analysis identifies $K^{+}$ mesons, a key signature for the study of strange particle production in neutrino interactions. This measurement is furthermore valuable for background estimation for future nucleon decay searches and for improved reconstruction and particle identification capabilities in experiments such as the Deep Underground Neutrino Experiment (DUNE). In this letter, we present the first-ever measurement of a flux-integrated cross section for charged-current muon neutrino induced $K^{+}$ production on argon nuclei, determined to be 7.93 $\pm$ 3.22 (stat.) $\pm$ 2.83 (syst.) $\times~10^{-42}\;$ cm$^2$/nucleon based on an analysis of 6.88$\times10^{20}$ protons on target. This result was found to be consistent with model predictions from different neutrino event generators within the reported uncertainties."
53,Perceptions of Patients With Stroke Regarding an Immersive Virtual Reality–Based Exercise System for Upper Limb Rehabilitation: Questionnaire and Interview Study,"Background With substantial resources allocated to develop virtual reality (VR)–based rehabilitation exercise programs for poststroke motor rehabilitation, it is important to understand how patients with stroke perceive these technology-driven approaches, as their perceptions can determine acceptance and adherence. Objective This study aimed to examine the perceptions of patients with stroke regarding an immersive VR-based exercise system developed to deliver shoulder, elbow, forearm, wrist, and reaching exercises. Methods A questionnaire was used to assess the perceptions of 21 inpatients who had experienced stroke (mean time from stroke onset: 37.2, SD 25.9 days; Brunnstrom stage of stroke recovery for the arm: 3-5) regarding the perceived usefulness of, ease of use of, attitude toward, intrinsic motivation for, and intention to use the exercise system. The measurement items were rated on a 7-point Likert scale ranging from 1 (very strongly disagree) to 7 (very strongly agree), with higher values indicating more positive perceptions. Descriptive statistics were used to summarize the responses. Moreover, we conducted semistructured interviews that were audio recorded, transcribed, and subjected to content analysis to identify thematic patterns. Results The questionnaire results revealed that the patients’ perceptions of the exercise system were positive (mean ratings >6). The content analysis revealed 6 positive themes from 73 statements about the exercise system: ease of use, usefulness, enjoyment, motivation, accessibility, and game design. Conversely, 15 statements reflected negative perceptions, which were clustered into 3 themes: difficulty in handling VR devices, uncomfortable experiences when using VR devices, and monotony. Conclusions Integrating VR technology into poststroke functional exercises holds significant promise based on patient interests. However, patient preferences and adaptability must be considered to promote the technology’s success. VR-guided exercises should be user-friendly, health-promoting, engaging, and well-designed. Furthermore, addressing challenges, such as bulkiness, motion sickness, discomfort, and exercise monotony, is crucial for the widespread adoption and diffusion of this technology."
54,Outcomes of Early Versus Late Tracheostomy in Patients With COVID-19: A Multinational Cohort Study,"Supplemental Digital Content is available in the text. Objectives: Timing of tracheostomy in patients with COVID-19 has attracted substantial attention. Initial guidelines recommended delaying or avoiding tracheostomy due to the potential for particle aerosolization and theoretical risk to providers. However, early tracheostomy could improve patient outcomes and alleviate resource shortages. This study compares outcomes in a diverse population of hospitalized COVID-19 patients who underwent tracheostomy either “early” (within 14 d of intubation) or “late” (more than 14 d after intubation). Design: International multi-institute retrospective cohort study. Setting: Thirteen hospitals in Bolivia, Brazil, Spain, and the United States. Patients: Hospitalized patients with COVID-19 undergoing early or late tracheostomy between March 1, 2020, and March 31, 2021. Interventions: Not applicable. Measurements and Main Results: A total of 549 patients from 13 hospitals in four countries were included in the final analysis. Multivariable regression analysis showed that early tracheostomy was associated with a 12-day decrease in time on mechanical ventilation (95% CI, −16 to −8; p < 0.001). Further, ICU and hospital lengths of stay in patients undergoing early tracheostomy were 15 days (95% CI, −23 to −9 d; p < 0.001) and 22 days (95% CI, −31 to −12 d) shorter, respectively. In contrast, early tracheostomy patients experienced lower risk-adjusted survival at 30-day post-admission (hazard ratio, 3.0; 95% CI, 1.8−5.2). Differences in 90-day post-admission survival were not identified. Conclusions: COVID-19 patients undergoing tracheostomy within 14 days of intubation have reduced ventilator dependence as well as reduced lengths of stay. However, early tracheostomy patients experienced lower 30-day survival. Future efforts should identify patients most likely to benefit from early tracheostomy while accounting for location-specific capacity."
